headline,label
ট্যাটু তো করেন জানেন এর ইতিহাস জানলে চমকে যাবেন... -,0
ঈদে ঘুরতে যাওয়ার জন্য ইউনাইটেড স্টেটস অফ নোয়াখালীর ভিসা পেলেন না বরিশালের তরুণী - Bengal Beats,0
"টিএসসির ১০ টাকায় চা, সিঙ্গাড়া, সমুচা ও চপকে স্বীকৃতি দিলো গিনিজ বুক অফ ওয়ার্ল্ড রেকর্ডস",0
রাজনৈতিক মতাদর্শের পার্থক্যের কারণেই আমরা আলাদা হয়ে গেছি : নারায়ণগঞ্জের ব্লুটুথ সেতু,0
জমে যাওয়া পানিতে স্কুবা ডাইভিং করেছেন বলে দাবি করলেন চট্রগ্রামের জয়নাল - Bengal Beats,0
ভালোবাসা দিবসে ২৩ জনের সাথে ডেটিং করলো নোয়াখালীর জামসেদ!,0
আপনি কেমন বলে দেবে নামের প্রথম অক্ষর – ctnews7,0
ছোট গাদ্দারের পোলাকে বড় গাদ্দারের পোলার ওপেন চেলেঞ্জ | দৈনিক মতিকণ্ঠ,0
জন্ম দেয়ার সময় অনুমতি না নেয়ায় বাবা-মায়ের নামে মামলা করতে চান ছেলে!,0
মনোনয়ন না পাওয়া ব্যক্তিরা যদি পত্রিকার পাঠকের সমস্যা বিভাগে চিঠি লিখতেন,0
বাকশাল আমায় পথের ফকির বানাইতে চায়: ফখা | দৈনিক মতিকণ্ঠ,0
এবার চাঁদে এক নোয়াখাইল্যার সন্ধান পেলো নাসার বিজ্ঞানীরা - Bengal Beats,0
সিনেমায় প্রথমবারের মত নগ্ন হলেন আলিয়া ভাট,0
টেকনাফে মহাসমারোহে চলছে পলিটিকাল ক্রাইম ড্রামা 'বাবা কেন আসামী',0
কাশিমপুরে এসে সঠিক স্তম্ভ ধরে লাড়াচাড়া করুন: সাকা | দৈনিক মতিকণ্ঠ,0
শপিংমলে লুকিয়ে এসির বাতাস খাওয়ার সময় আটক ৩ মেস মেম্বার,0
ছাত্রটি যেভাবে যুক্তি দিয়ে প্রমাণ করলো যে টেবিলটা নেই,0
বিয়ে বাড়িতে কাচ্চির ভিতর আলু না পেয়ে সংঘর্ষ!,0
এক নেতা ফেসবুক স্ট্যাটাসে ঠান্ডা পানি দিয়ে গোসল করার কথা লেখার পর যেমন কমেন্ট আসলো,0
তীব্র গরমে টয়লেটের পর ট্যাপের পানিতে পশ্চাৎদেশ পুড়ে বার্ন ইউনিটে ভর্তি ফেনীর রেজা - Bengal Beats,0
"হাংগেরীর প্রেসিডেন্টের ডক্টরেট বাতিলের নিন্দা জানালেন শেখ হাসিনা, ইউনূস, অলি ও মাহফুজুর | দৈনিক মতিকণ্ঠ",0
অলসদের জন্য এলো ঢুকাও অ্যাপস !,0
এক চান্সে বিজয় সরণির সিগন্যাল পার হয়ে খুশিতে অজ্ঞান হয়ে গেলেন এক ফার্মগেটবাসী - Bengal Beats,0
eআরকি ইলেকশন সাজেশন : নিরপেক্ষ নির্বাচনের ১০টি পদ্ধতি,0
গুগলে সবচেয়ে বেশি সার্চে রয়েছে খালেদা ও হিরো আলম,0
গরমে অতিষ্ঠ হয়ে তরমুজ পাড়ছে বরিশালের হেকমত!,0
এডিট করা ছবি দিলে বাদ হয়ে যাবে ফেসবুক আইডি !,0
হুড়োহুড়িতে বুড়ো-বুড়ি হওয়ার হুজুগে নিজেরই বিপদ ডেকে আনছে না তো? বিস্তারিত পড়ুন: -,0
হাজারো গল্পে ভরা এই উদ্ভট বোকা শহর থেকে আপনি যে ৯টি শিক্ষা নিতে পারেন - Bengal Beats,0
প্রিজন ভেনে মানবাধিকার নাই: নিজামী | দৈনিক মতিকণ্ঠ,0
পাঁচ মিনিটেই ঢাকা দুই ভাগ | দৈনিক মতিকণ্ঠ,0
হাল্কের নেয় শক্তি আমার শরীরে: গোলাম আজম | দৈনিক মতিকণ্ঠ,0
ঈদের পর ব্র্যাক বিশ্ববিদ্যালয়ের ছাত্র-ছাত্রীদের বিরুদ্ধে তেব্র আন্দোলনের হুমকি সম্রাট আকবরের - Bengal Beats,0
সালামি দেওয়ার ভয়ে আকাশের দিকে পা তুলে ঈদ কাটালেন ময়মনসিংহের নাসির মিয়া - Bengal Beats,0
ঝড়ের সময় বাইতুল মোকাররমে নিহত ১,0
অবসরই নিয়ে ফেললেন আফ্রিদি | দৈনিক মতিকণ্ঠ,0
মিরপুরে বৃষ্টির গুজব! হাজার হাজার মানুষ ছুটছে মিরপুরের উদ্দেশ্যে!,0
বিশ্বকাপ খেলা দেখতে দেখতে রোজা রাখায় সুবিধা হবে : ময়ূরী,0
বাংলাদেশি বিয়ের অনুষ্ঠানগুলো যে ধরণের লোকজন ছাড়া কল্পনাই করা যায় না! - Bengal Beats,0
নারী ধূমপায়ীর তালিকায় শীর্ষে বাংলাদেশ!,0
দুই বছরের বেশি সম্পর্ক ব্রেকআপ করলে হবে জেল -সুপ্রিমকোর্ট,0
রোগীর আত্মীয়দের মারধর থেকে বাঁচতে ‘কুংফু-কারাতে’ শিখছেন চিকিৎসকরা!,0
বুয়েট ও বিইউপির শিক্ষার্থীদের 'থাগ লাইফ লুঙি শো',0
মহাবিশ্বের যেকোনো গ্রহে টিকে থাকার বিশেষ যোগ্যতা অর্জন করলো ঢাকাবাসী - Bengal Beats,0
আল্লাহর বিচারে প্রমানিত হয়েছে আল্লাহ জাতীয় পার্টির সমর্থক: এরশাদ | দৈনিক মতিকণ্ঠ,0
যে কারনে বৌদিদের প্রতি ছেলেরা আকর্ষিত হয় জেনে নিন-,0
নারীশিক্ষার উন্নয়নে শফীর 'মেয়েদের স্কুল-কলেজে দেবেন না' তত্ত্বের ৯টি অনুসিদ্ধান্ত,0
হালিমে মাংস পেয়ে খুশি হয়ে হালিম বিক্রেতাকে জড়িয়ে ধরে চুমু দিয়ে দিলেন এক ব্যক্তি - Bengal Beats,0
"ফাঁসি নয়, প্রেম দাও: ফখরুল | দৈনিক মতিকণ্ঠ",0
বিশ্ববিদ্যালয়ে ভর্তির ছয় মাসেও সিঙ্গেল থাকলে ভর্তি বাতিল করা হবেঃ শিক্ষামন্ত্রী,0
ব্যাচেলরদের দুঃখ ঘোচাতে বাজারে আসলো রোবট বধূ,0
হিমুর হাতে পাঁচটি মনোনয়নপত্র,0
সবই বাকশালের দুষ: ফখরুল | দৈনিক মতিকণ্ঠ,0
নোয়াখালীতে ইফতারের পর বিড়ির দোকানের দিকে দৌড় দিতে গিয়ে পদদলিত হয়ে আহত ৩০ জন - Bengal Beats,0
খাওয়া দাওয়ার পর নিজের বিয়ের আসর থেকেই গায়েব হয়ে গেলেন নোয়াখালীর বর - Bengal Beats,0
জুম্মার নামাজে সবচেয়ে বেশি মসজিদে যায় নোয়াখালীর ছেলেরা !,0
নাক ডাকা বন্ধ করার উপায়,0
প্রধানমন্ত্রীর ফ্লাইটে মাদক সেবন : যা বললেন সেই বিমানবালা মাসুমা,0
যেখানে সেখানে বিসিএসের বিদ্যা দেখাতে গেলে যেমন বিপদে পড়তে পারেন,0
কাজী ফারুকই আমার অনুপ্রেরনা: ইউনূস | দৈনিক মতিকণ্ঠ,0
নিজেকে আত্মবিশ্বাসী রাখতে যে কৌশল প্রয়োগ করবেন,0
"অনলাইনে অর্ডার করেছিলেন আঙুলের রিং, খুলে দেখেন কাঁঠালের বিচি",0
বিবাহবার্ষিকীতে স্বামীকে কিডনি উপহার দিলেন স্ত্রী,0
"অধ্যাপক গোলাম আযম যে ইস্কুলের মাষ্টার, আমি সে ইস্কুলের চানাচুরওলা: কাদের সিদ্দিকী | দৈনিক মতিকণ্ঠ",0
ব্রাজিল জেতায় বুকে ব্যথা অনুভব করছে বাংলাদেশী আর্জেন্টাইন সাপোর্টাররা!,0
কালোদের নিয়ে দল গঠন করছেন হিরো আলম!,0
চট্টগ্রাম মেডিকেলের শিক্ষার্থীদের আবার সড়ক অবরোধ | দৈনিক মতিকণ্ঠ,0
eআরকি ট্রাভেল গাইড: ঢাকা থেকে কিছু দূরেই ঘুরে আসুন মিরপুর (প্রথম পর্ব),0
সেরা ফটোগ্রাফীর পুরষ্কার জিতলেন বরিশালের টগর,0
বাকশাল আমাদের রাজনীতী চুরি করে: মকবুল | দৈনিক মতিকণ্ঠ,0
প্রতিদিন ৩০ জন পুরুষের সঙ্গে সেক্স করতে বাধ্য করা হয় আমাকে আর তখন….. (ভিডিও),0
শেখ হাসিনা বিশ্বের দ্বিতীয় সেরা প্রধানমন্ত্রী,0
অমর্ত্য সেনকে তিরস্কার করলেন বাবুনগরী | দৈনিক মতিকণ্ঠ,0
"বেগুনের বাজারে আগুন, নিয়ন্ত্রণে কাজ করছে পেঁপে সার্ভিসের সবকটি ইউনিট! - Bengal Beats",0
সন্ধ্যা ৬টার মধ্যে বাসা ছাড়তে হবে রাজধানীর ব্যাচেলরদের,0
নিজেকে ছাগলের আব্বু বলে দাবী করলেন মেসি,0
"ঢাকার সিসা, ক্রোমিয়াম, কপারসহ নানান ধাতুযুক্ত বাতাস যেভাবে কাজে লাগানো যেতে পারে",0
“সামান্য ভুলের কারনে ব্যাথা থেকে মেয়েদের স্তন ক্যানসার” কেউ মিস করবেন না পোস্টটি,0
অভিনয় ছেড়ে দেয়ার হুমকি দিলেন হিরো আলম,0
মেকাপ ছাড়া নববধূকে দেখে হার্টএ্যাটাক করলেন স্বামী!,0
মুখে প্রস্রাব লাগালে কি ব্রণ ভালো হয়?,0
বাংলাদেশে টিকটক অ্যাপ বন্ধ করে দেওয়ার ঘোষণায় রাজধানীতে তরুণ-তরুণীদের আমরণ অনশন - Bengal Beats,0
"গরুর দুধ খেলে যদি শিশু গরু হয়ে যায়, তাহলে কি কৌটার দুধ খেলে কৌটা হয়ে যাবে?",0
আপনার হাতে কোনো স্মার্টফোন না থাকলে নিত্যদিনের ছবিগুলো যেমন হত,0
সৌদি নারীদের প্রথম পছন্দ বাংলাদেশি পুরুষ!,0
"এটা স্কুল নাকি অন্যকিছু! ক্লাসের মধ্যেই টিকটক ভিডিও বানাতে মত্ত ছাত্রছাত্রীরা, ভাইরাল ভিডিও -",0
জীবনে যে আকাম গুলো না করলে ভাই-বোনদের পেটের ভাত হজম হয়না। - Bengal Beats,0
তিনি একটি কুফা: শেখ হাসিনা | দৈনিক মতিকণ্ঠ,0
পাদ ত্যাগ করছেন সৌদি বাদশাহ !,0
থ্রিডি জেব্রা ক্রসিং দিয়ে থ্রিডি গ্লাস পরেই রাস্তা পার হচ্ছেন বরিশালবাসীরা - Bengal Beats,0
ঘুমের ওষুধ নিষিদ্ধ ! পরিবর্তে আসছে ঘুমের সাপোজিটরি,0
"ব্যাটিংয়ে পাকিস্তান, ভারতের একাদশে দুই চমক",0
বিমান থেকে মাথার উপর হাগা পরায় বিরক্ত যশোরের আরাফাত,0
"একটা ছবি দেখে যেসব বুদ্ধিজীবীরা সিনেমার গল্প বুঝে ফেলেন, তাদের প্রতিভা যেসব কাজে লাগানো যায়",0
জমিজমা নিয়ে পূর্বশত্রুতার জের ধরে ইনবক্সে GOT-র স্পয়লার দিয়ে দিলেন এক বরিশাইল্যা - Bengal Beats,0
ছোটবেলা থেকেই বয়স্ক চরিত্রে অভিনয় করতেন ট্রলসম্রাট আবুল হায়াত,0
এবার দিনে দুপুরে বিসিএস ক্যাডারকে চোখ মেরে ধানমন্ডির এক তরুনী আটক! - Bengal Beats,0
বিপিএলে দল কিনতে চান হিরো আলম,0
জিয়ার নেতৃত্বে মুক্তিবাহিনীই গনহত্যা করেছে: খালেদা | দৈনিক মতিকণ্ঠ,0
ফেসবুক আইডির পাসওয়ার্ড না দেওয়ায় স্বামীকে পুড়িয়ে মারলেন স্ত্রী,0
হাস্যকর সব কথাবাত্রা: তুষার | দৈনিক মতিকণ্ঠ,0
বিয়েতে দাওয়াত না পাওয়ায় এক্সের বাড়ির সামনে অনশনে বসলেন খুলনার মতিন - Bengal Beats,0
"গাঁজা চাষে প্রচুর চাকরি, জনবল খুঁজছে কানাডা",0
দাঁড়িয়ে মোত‍ার ক্ষতিকর দিকগুলো...,0
ব্লু হোয়েল শিক্ষাব্যবস্থা : জেনে নিন এই আত্মঘাতী গেমটির সঙ্গে ব্লু হোয়েলের মিল-অমিল,0
জীবন বদলে দেয়া আবুল হায়াতের ১০টি উক্তি,0
বসবাসের অযোগ্য শহরের তালিকায় দ্বিতীয় ঢাকা!,0
ছেলে Golden GPA-5 পাওয়াতে হতবাক হয়ে বোর্ডকে চ্যালেঞ্জ করলেন মোহাম্মদপুরের বাবা-মা - Bengal Beats,0
ফিলিপাইনে জন্ম নিয়েই ভুল করেছি : একান্ত সাক্ষাৎকারে সাজাপ্রাপ্ত মায়া সান্তোস দেগুইতো,0
ইশতেহার বাস্তবায়িত হলে যেমন হবে ২০২২ সালের বাংলাদেশ,0
পেঁয়া‌জের কে‌জি যেভা‌বে ২০০ থে‌কে ক‌মে ৪০ টাকা হ‌লো,0
খালেদার তোপের মুখে বৃটিশ হাই কমিশনার গিবসন | দৈনিক মতিকণ্ঠ,0
"কিনলেন খাসির লেগ পিস, বাসায় এসে দেখেন চিরুনি ! পরিবারে শোকের মাতম",0
"বাণিজ্য মেলায় জেলবাসীদের বানানো যেসব পণ্যসামগ্রী দেখে ভাবতে পারেন, এগুলো 'কারা' বানিয়েছে!",0
ঘুম থেকে উঠে দেখি পাছা ব্যথা করছে !,0
নো-বেলের সাথে ডুয়েট গাওয়ার জন্য অনশনে বসেছেন লেডি গাগা - Bengal Beats,0
উত্তরবঙ্গে তুষারপাত ! শীতের তীব্রতায় বাথরুমে যাচ্ছেনা জনগণ,0
রম্য লেখক আহসান হাবীবকে হত্যার হুমকি,0
মুখে প্রস্রাব লাগালে কি ব্রণ ভালো হয়?,0
"নির্বাচন যার যার, আমরা সবার",0
এই নাশকতা ফখা আলমগীরের কাম: মখা আলমগীর | দৈনিক মতিকণ্ঠ,0
বইমেলা থেকে নিঁখোজ আবুল হায়াত,0
পেট ব্যথার অযুহাতে স্কুলে আসেননি সাত শিক্ষক,0
কি আশ্চর্য! আমার এয়ারটেল নাম্বার আছে কিনা এইটা জেনে বাসের হেল্পারের লাভ কি? - Bengal Beats,0
বিশ্বের তৃতীয় সৎ সরকার প্রধান শেখ হাসিনা,0
দুই দিন পর ঘুম থেকে উঠলেন এক বার্সেলোনা সাপোর্টার। এলাকায় আনন্দের বন্যা !,0
ইমরুল কায়েসকে দলে না নিলে বিয়ে করবে না কুমিল্লার তানিয়া!,0
রিয়াজ নায়েবের পুটুর ঘা কুনদিন শুকাইবে না: ফারুকী | দৈনিক মতিকণ্ঠ,0
দাম বাড়ার কথা শুনে ব্যাংকে গ্যাস সিলিন্ডার জমা করার হিড়িক - Bengal Beats,0
কোকাকোলার কোমল পানীয়তে মিশ্রিত হতে যাচ্ছে গাঁজা!,0
"ডেঙ্গু আক্রান্ত পথশিশুর ঠাঁই হলো না সোহরাওয়ার্দীতে, এরপর...",0
৩টা বাবা সহ মা গ্রেপ্তার !,0
লইট্যা ফিশ রান্নার কারণে স্ত্রীকে প্রহার করলেন মকবুল | দৈনিক মতিকণ্ঠ,0
"খুশিতে, ঠেলায়, ঘোরতে ট্রেন্ডে গা ভাসিয়েই মাঠে গড়াগড়ি করতাম : জন্মদিনে বিশেষ সাক্ষাৎকারে নেইমার",0
মালদ্বীপের প্রেসিডেন্টের মেয়ে নোয়াখালীর পুত্রবধু!,0
আক্রমণের শিকার হয়েছিলেন তামিম পরিবার: ইংলিশ গণমাধ্যম,0
শায়েস্তা খাঁর আমলে স্বর্ণ কিনেছি : বদিপত্নী শাহীন আক্তার চৌধুরী,0
এশিয়া কাপ ছেড়ে হঠাৎ দেশে ফিরছেন সাকিব,0
দুর্নীতিবাজরা কিভাবে দুর্নীতি করছে সেটা বুঝতেই দুর্নীতি করেছি : কাল্পনিক সাক্ষাৎকারে দুদক পরিচালক,0
সাঈদীর মেশিন সংরক্ষনের আবেদন করল ছাত্রী সংস্থা | দৈনিক মতিকণ্ঠ,0
এবার নাইট কিংয়ের সাথে সমঝোতা করতে ফেরদৌসকে ডাকলেন ওয়েস্টেরসের নেতারা - Bengal Beats,0
সেরা ফটোগ্রাফীর পুরষ্কার জিতলেন বরিশালের টগর,0
নিজের রান্না খেয়ে নিজেই অজ্ঞান কেকা ফেরদৌসী,0
চীনা নারীর বিরুদ্ধে কপিরাইট লংঘনের অভিযোগ করলেন মুসা | দৈনিক মতিকণ্ঠ,0
এ কেমন নিষ্ঠুরতা! ভাতে চুল পাওয়ায় স্ত্রীর মাথা ন্যাড়া করলো স্বামী,0
সচিবালয়ের ঝাড়ুদার পদে এমবিএ এবং ইঞ্জিনিয়ারদের আবেদন!,0
কমিটির সভাপতিকে নিয়ে আল ইহসান সম্পাদকের অসন্তোষ | দৈনিক মতিকণ্ঠ,0
নাম্বার অপরিবর্তিত রেখে অপারেটর বদলানোর মতো এই সুবিধাগুলোও যদি পাওয়া যেত,0
প্রেমিকার ছবিতে 'লাভ রিয়েক্ট' দেয়ায় ঘুষিতে বন্ধুর নাক ভেঙে দিলো প্রেমিক,0
মৌসুমী এমপি না হওয়ায় মন খারাপ করে রাতে ভাত খায়নি ওমর সানী,0
নাইট কিংয়ের হাত থেকে পৈতৃক নিবাস উইন্টারফেলকে বাঁচাতে এগিয়ে আসছে স্টার্ক পুত্র টনি স্টার্ক - Bengal Beats,0
এবারের ঈদেও গান শোনাবেন গানের পাখি মাহফুজুর রহমান,0
"খালেদা খায় কুকাকলা, আমরারে দেয় রুটি কলা: বাবুনগরী | দৈনিক মতিকণ্ঠ",0
শেখ হাসিনা বিশ্বের দ্বিতীয় সেরা প্রধানমন্ত্রী,0
যে ১০টি প্রশ্নের উত্তর সম্পর্কে দেবী সিনেমার রানুও অনুমান করতে পারে না,0
পার্টিতে লাল টাই পড়ে গিয়ে অবাক জামালপুরের রকিবুল,0
লন্ডনে “চিকিৎস্বাধীন” তারেক জিয়ার সন্মান সুচক খেতাব প্রাপ্তি | দৈনিক মতিকণ্ঠ,0
দুই বছরের বেশি সম্পর্ক ব্রেকআপ করলে হবে জেল -সুপ্রিমকোর্ট,0
১৪ ফেব্রুয়ারি বাংলাদেশের সবকটি শিক্ষা প্রতিষ্ঠানে হতে যাচ্ছে রেকর্ডসংখ্যক এক্সট্রা ক্লাস,0
সম্পূর্ণ দেশীয় প্রযুক্তিতে কিশোরগঞ্জে চালু হচ্ছে ইলেক্ট্রিক বুলেট ট্রেন - Bengal Beats,0
হেলমেট পরেই বাইকভ্রমণের ফটোসেশন করার ৭টি অভিনব পদ্ধতি,0
গরমে শরম ভুলে যৌতূক হিসেবে এসি দাবি করলেন বরিশালের এক জামাই - Bengal Beats,0
আসন্ন ওয়ানডে সিরিজে মাশরাফি যেভাবে নিজের নির্বাচনী প্রচারণা চালাতে পারেন,0
উত্তরকে স্বাধীন রাষ্ট্র হিসেবে ঘোষণা করায় সানসাকে অভিনন্দন জানিয়ে উত্তরাবাসীর আনন্দ মিছিল - Bengal Beats,0
হাসপাতালে ফারুকী,0
হারামজাদীকে যেন এটিএনের ত্রি-সীমানায় না দেখি’- পপিকে মাহফুজুর রহমান,0
বৃষ্টিতে মিরপুরের রাস্তায় সাঁতার কেটে যুবকদের উল্লাস,0
হিনা রব্বানি খারের মায়ের সংগে প্রনয় সম্পর্ক স্থাপনের চিন্তা করছেন জারদারি | দৈনিক মতিকণ্ঠ,0
উপজেলা নির্বাচনে না গেলে গু খাই: সেলিম | দৈনিক মতিকণ্ঠ,0
যে কারণে জাইঙ্গা পরা অত্যাবশ্যক !,0
বদিবৃত্তান্ত: এক দশকে আবদুর রহমান বদির নানা ঘটনাবলি,0
থুতু ফেলতে বিমানের ইমার্জেন্সি গেট খুলে ফেললো এক যাত্রী,0
আওয়ামী লীগ ও বিএনপির নির্বাচনী ইশতেহারের সচিত্র eআরকি ভার্সন,0
নির্বাচনের দিন যানবাহন চলাচল বন্ধ থাকার পরেও যেভাবে ভোট দিতে যাবেন,0
ওমর সানী কে খুঁজে পাওয়া যাচ্ছেনা !,0
হুমায়ূন আহমেদের হিমু যদি মনোনয়নপত্র পূরণ করতেন,0
প্রতিষ্ঠিত হল ‘নিপীড়িত জাফর ঐক্য’ | দৈনিক মতিকণ্ঠ,0
সানি লিওনেকে ভাড়া দেওয়ার জন্য মুম্বাই শহরে বাড়ি কিনবেন মতিচুর | দৈনিক মতিকণ্ঠ,0
গত রাতে এক হালি গোল আর এক গ্লাস পানি দিয়ে সেহেরি খেয়েছিলেন এক বার্সা ফ্যান - Bengal Beats,0
যেভাবে বিড়ালটি ফেক আইডি চিনতে পারল,0
এই ৩ টি লক্ষণ থাকলে বুঝতে হবে মেয়েটি কিছু চায়! -,0
২৫ বছরের মধ্যে বিয়ে না করলে অদ্ভুত শাস্তির নির্দেশ!,0
র‍্যাব নিয়ে মার্কিন প্রতিবেদন সত্য নয়: স্বরাষ্ট্রমন্ত্রী | দৈনিক মতিকণ্ঠ,0
"যারা এসএসসিতে ফেল করবে, বন্ধ হয়ে যাবে তাদের ফেইসবুক আইডি!",0
আমার বয়স নাকি ৪৬!,0
বিচ প্লিজ: ফখরুল | দৈনিক মতিকণ্ঠ,0
আলোচিত এই ছবিটিতে বিল গেটস রাস্তায় দাঁড়িয়ে কী করছিলেন?,0
"করণ জোহরের ঘরোয়া পার্টি'তে 'নেশাগ্রস্থ' দীপিকাসহ বলিউড তারকারা, ভিডিও ফাঁস -",0
ঢাকায় আয়োজিত হতে যাচ্ছে 'ঢাকা আন্তর্জাতিক ধুলা উৎসব',0
"অনলাইনে কিনেছিলেন পাঞ্জাবী, প্যাকেট খুলে দেখেন জাঙ্গিয়া !",0
Endgame এর স্ক্রিপ্ট পড়তে না দেওয়ায় রুশো ব্রাদার্সদের শেয়ার করা মিমে আমরণ লাইক দিবে টম হল্যান্ড,0
"ভাস্কর্য না থাকলে মসজিদও থাকার দরকার নেই, এটিও অপসারণ করা হোক - সুলতানা কামাল",0
"""ফণী"" আতংকে অধিকাংশ মেসে বুয়া আসেনি। না খেয়ে দিন কাটাচ্ছে মেস মেম্বারেরা",0
"মেয়েরা রুমে একা থাকলে কি কি কাজ গুলি করে জানেন,জানলে চমকে যাবেন জানুন... -",0
"স্বামীকে পাশে রেখেই অন্য পুরুষের সাথে সঙ্গম স্ত্রীর, কিন্তু কেন? জানলে অবাক হবেন",0
ইউ ন নাথিং স্ন | দৈনিক মতিকণ্ঠ,0
দেশে আনা হচ্ছে সেফাত উল্লাহর মরদেহ!,0
ঈদে সংগীত সম্রাট মাহফুজুর রহমানের গান বড়পর্দায় দেখার ব্যবস্থা করা হচ্ছে সারাদেশে - Bengal Beats,0
হাটহাজারিস্তানে প্রতিষ্ঠিত হল এনাসিয়া বিমারিস্তান | দৈনিক মতিকণ্ঠ,0
টেকনাফ ছেড়ে কি এবার কলম্বিয়া-মেক্সিকোতে চলে যাবেন বদি?,0
১০টি পরিস্থিতি যখন আপনি কোন মিমে হাহা-রিয়েক্ট করেন না - Bengal Beats,0
ব্রাইটনেস ১০০% করেও ঠিকমত GOT-র দৃশ্য দেখতে না পেয়ে মোবাইলের শোরুম ভাংচুর করলেন এক যুবক - Bengal Beats,0
ন্যায্যমূল্যে সিগারেট কেনার লাইনে দাঁড়ানো নিয়ে বরিশালে তুমুল সংঘর্ষ - Bengal Beats,0
পরীক্ষার প্রশ্নে সানি আর মিয়াকে টেনে আনার ভুলের মাশুল যেভাবে দিতে পারে প্রশ্নকর্তা - Bengal Beats,0
সারে জাহাঁ সে আচ্ছা হিন্দুস্তান হামারা: খালেদা | দৈনিক মতিকণ্ঠ,0
ফেইসবুকে অন্যের পোস্ট কপি করা যুবকের বউ নিয়ে ভেগে গেলো আরেক কপি-পেস্ট যুবক!,0
লেগুনায় এসির হাওয়া খাওয়া নিয়ে তেজগাঁওয়ে দুই যাত্রীর তুমুল মারামারি - Bengal Beats,0
উল্কাপিন্ড ধেয়ে আসছে নোয়াখালীর দিকে,0
কুরিয়ারে যেবার আমি টিয়াপাখি পাঠাতে চাইলাম,0
বিপিএলের গ্যালারিতে যে ১০ উপায়ে দর্শক আনা যেতে পারে,0
ঘুমের ওষুধ নিষিদ্ধ ! পরিবর্তে আসছে ঘুমের সাপোজিটরি,0
আবারও মাদ্রাসার কোমলমতি শিশু নির্যাতন,0
"প্রতি ঈদে নাটকের নামে প্রচারিত ভাঁড়ামি, ন্যাকামি ও জগাখিচুড়ী মার্কা নাটকের শ্রেণীবিভাগ - Bengal Beats",0
"এলেবেলে: খাল কেটে কুমীর আনবেন না, সিদ্দিককে ভোট দেবেন না",0
কাঁদালেন আফ্রিদি | দৈনিক মতিকণ্ঠ,0
মাঝে মাঝে খুব অসহায় বোধ করি: ওবায়দুল কাদের,0
"ঘুমের ঔষধ খেয়ে রুম থেকে বের হচ্ছেনা ""মাদ্রিদ-নেইমার-রোনালদো"" ঐক্যজোটের সমর্থকেরা!",0
বংগবন্ধুর পিত্তথলির পাথরের স্মৃতি অমলিন: মকসুদ | দৈনিক মতিকণ্ঠ,0
বাজারে আসছে ৫ হাজার টাকার নোট !,0
"""ফণী"" আতংকে অধিকাংশ মেসে বুয়া আসেনি। না খেয়ে দিন কাটাচ্ছে মেস মেম্বারেরা",0
সেন্টমার্টিনকে নিজেদের ভূ-খন্ড দাবি করছে মিয়ানমার!,0
ঢাকা থেকে কুমিল্লা মাত্র ১.৩০ ঘন্টায় পৌঁছে যাওয়াতে কমে যাচ্ছে কুমিল্লার জিডিপি - Bengal Beats,0
সারারাত বাথরুমে লুকিয়ে কেঁদেছে ম্যাককালাম। বের হয়নি সকালেও!,0
"ফেসবুকের আসল প্রতিষ্ঠাতা মার্ক জুকারবার্গ নন, তিনি একজন ভারতীয়",0
সেরা ‘গেম অব থ্রোনস’,0
"সাম্প্রতিক হুমকি ""প্যারাসিটামল P-500""! ",0
সিঞ্জি থাইক্যা গুলশানে নাইম্যা আইলো সিংগ,0
ফেইসবুকে অন্যের পোস্ট কপি করা যুবকের বউ নিয়ে ভেগে গেলো আরেক কপি-পেস্ট যুবক!,0
দারাজে হুইল সাবান অর্ডার করে মোবাইল ফোন পেয়ে গেল ধানমন্ডির এক ছেলে - Bengal Beats,0
বিশ্ব লোম প্রতিযোগিতায় এশিয়া থেকে প্রতিনিধিত্ব করছে যারা !,0
ছেলেরা বোরকা পরার সময় যে ৭টি সতর্কতা অবলম্বন করবেন,0
এবার খাল কাটতে বাংলাদেশ চলে এলো খাল দ্রোগো - Bengal Beats,0
হু হু! আমার এমপি হওয়ার সম্ভাবনা প্রবল,0
বিরোধীদলের নেতা হিসেবে শপথ নেয়ার আগের রাতে এরশাদ ডায়েরিতে যা যা লিখলেন,0
"এবার ১০ টাকায় বার্গার, পিৎজা, হটডগ খেতে চায় ঢাবির শিক্ষার্থীরা",0
কখনো ভেবেছেন কলমের ঢাকনাতে ছিদ্র থাকে কেন? -,0
অবিবাহিতদের জন্য চলে এলো 'লাগাও অ্যাপস',0
উত্তরবঙ্গে তুষারপাত ! শীতের তীব্রতায় বাথরুমে যাচ্ছেনা জনগণ,0
সমাবেশে আমিনী: আন্দোলন ব্যর্থ হলে ভারতের অঙ্গরাজ্য হবে বাংলাদেশ | দৈনিক মতিকণ্ঠ,0
জিপিএ নয়! ফেসবুকে বেশি ফলোয়ারের ভিত্তিতে ভর্তি পাবলিক বিশ্ববিদ্যালয়ে!,0
বুকে হাত দিয়ে প্রমান না করায় নিলোফারের দুঃখ | দৈনিক মতিকণ্ঠ,0
১৪ ফেব্রুয়ারী ভালোবাসা দিবসকে ‘বোন দিবস’ ঘোষণা!,0
উত্তরবঙ্গে তুষারপাত ! শীতের তীব্রতায় বাথরুমে যাচ্ছেনা জনগণ,0
